url_path,views_total,views_unique
/OSU-Nowlab/MCR-DL,36,12
/OSU-Nowlab/MCR-DL/pull/14,17,1
/OSU-Nowlab/MCR-DL/blob/main/setup.py,14,2
/OSU-Nowlab/MCR-DL/pulls,14,2
/OSU-Nowlab/MCR-DL/tree/main/mcr_dl,8,2
/OSU-Nowlab/MCR-DL/tree/mv-plus-support-fix,7,1
/OSU-Nowlab/MCR-DL/tree/mv-plus-support-fix/mcr_dl,7,1
/OSU-Nowlab/MCR-DL/issues,6,2
/OSU-Nowlab/MCR-DL/branches,6,1
/OSU-Nowlab/MCR-DL/tree/github-repo-stats/OSU-Nowlab/MCR-DL/latest-report,6,1
