url_path,views_total,views_unique
/OSU-Nowlab/MCR-DL,16,6
/OSU-Nowlab/MCR-DL/tree/main/mcr_dl,4,2
/OSU-Nowlab/MCR-DL/tree/github-repo-stats/OSU-Nowlab/MCR-DL,4,1
/OSU-Nowlab/MCR-DL/tree/github-repo-stats/OSU-Nowlab/MCR-DL/latest-report,4,1
/OSU-Nowlab/MCR-DL/tree/simplify-mcr-dl-access/mcr_dl,4,1
/OSU-Nowlab/MCR-DL/blob/main/mcr_dl/build_config.yml,3,1
/OSU-Nowlab/MCR-DL/tree/main/benchmarks,3,1
/OSU-Nowlab/MCR-DL/tree/simplify-mcr-dl-access,3,1
/OSU-Nowlab/MCR-DL/blob/github-repo-stats/OSU-Nowlab/MCR-DL/latest-report/report.html,2,1
/OSU-Nowlab/MCR-DL/blob/github-repo-stats/OSU-Nowlab/MCR-DL/latest-report/report.pdf,2,1
